Job title,Job location,Department,Offered salary,Description of the company,Job description,Requirements/qualifications,Offered benefits,"Full-time, part-time, etc.",Experience required,Sector,Job function,fraudulent
Fake Job Title 1812,"New York, NY",HR,$5000/month,This is a fake company profile for job 1812.,This is a suspicious job description for position 1812.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 689,Remote,Operations,$3000/month,This is a reputable company profile for job 689.,This is a genuine job description for position 689.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 1232,"New York, NY",HR,$5000/month,This is a fake company profile for job 1232.,This is a suspicious job description for position 1232.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 875,Remote,Operations,$5000/month,This is a fake company profile for job 875.,This is a suspicious job description for position 875.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1241,Remote,Operations,$3000/month,This is a reputable company profile for job 1241.,This is a genuine job description for position 1241.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Real Job Title 63,Remote,Operations,$3000/month,This is a reputable company profile for job 63.,This is a genuine job description for position 63.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Real Job Title 853,Remote,Operations,$3000/month,This is a reputable company profile for job 853.,This is a genuine job description for position 853.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 1661,Remote,Operations,$5000/month,This is a fake company profile for job 1661.,This is a suspicious job description for position 1661.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 1283,Remote,Operations,$5000/month,This is a fake company profile for job 1283.,This is a suspicious job description for position 1283.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1263,Remote,Operations,$3000/month,This is a reputable company profile for job 1263.,This is a genuine job description for position 1263.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Real Job Title 224,"New York, NY",HR,$3000/month,This is a reputable company profile for job 224.,This is a genuine job description for position 224.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 194,"New York, NY",HR,$5000/month,This is a fake company profile for job 194.,This is a suspicious job description for position 194.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 374,"New York, NY",HR,$3000/month,This is a reputable company profile for job 374.,This is a genuine job description for position 374.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Real Job Title 1825,Remote,Operations,$3000/month,This is a reputable company profile for job 1825.,This is a genuine job description for position 1825.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 1365,Remote,Operations,$5000/month,This is a fake company profile for job 1365.,This is a suspicious job description for position 1365.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 1825,Remote,Operations,$5000/month,This is a fake company profile for job 1825.,This is a suspicious job description for position 1825.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 1453,Remote,Operations,$5000/month,This is a fake company profile for job 1453.,This is a suspicious job description for position 1453.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 1572,"New York, NY",HR,$5000/month,This is a fake company profile for job 1572.,This is a suspicious job description for position 1572.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 872,"New York, NY",HR,$5000/month,This is a fake company profile for job 872.,This is a suspicious job description for position 872.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 10,"New York, NY",HR,$3000/month,This is a reputable company profile for job 10.,This is a genuine job description for position 10.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 498,"New York, NY",HR,$5000/month,This is a fake company profile for job 498.,This is a suspicious job description for position 498.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1945,Remote,Operations,$3000/month,This is a reputable company profile for job 1945.,This is a genuine job description for position 1945.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Real Job Title 1839,Remote,Operations,$3000/month,This is a reputable company profile for job 1839.,This is a genuine job description for position 1839.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Real Job Title 709,Remote,Operations,$3000/month,This is a reputable company profile for job 709.,This is a genuine job description for position 709.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Real Job Title 256,"New York, NY",HR,$3000/month,This is a reputable company profile for job 256.,This is a genuine job description for position 256.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 931,Remote,Operations,$5000/month,This is a fake company profile for job 931.,This is a suspicious job description for position 931.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1618,"New York, NY",HR,$3000/month,This is a reputable company profile for job 1618.,This is a genuine job description for position 1618.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Real Job Title 390,"New York, NY",HR,$3000/month,This is a reputable company profile for job 390.,This is a genuine job description for position 390.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Real Job Title 1582,"New York, NY",HR,$3000/month,This is a reputable company profile for job 1582.,This is a genuine job description for position 1582.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 957,Remote,Operations,$5000/month,This is a fake company profile for job 957.,This is a suspicious job description for position 957.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 925,Remote,Operations,$3000/month,This is a reputable company profile for job 925.,This is a genuine job description for position 925.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 1692,"New York, NY",HR,$5000/month,This is a fake company profile for job 1692.,This is a suspicious job description for position 1692.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 1138,"New York, NY",HR,$5000/month,This is a fake company profile for job 1138.,This is a suspicious job description for position 1138.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 509,Remote,Operations,$5000/month,This is a fake company profile for job 509.,This is a suspicious job description for position 509.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 37,Remote,Operations,$5000/month,This is a fake company profile for job 37.,This is a suspicious job description for position 37.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 1182,"New York, NY",HR,$5000/month,This is a fake company profile for job 1182.,This is a suspicious job description for position 1182.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
